event_id,visitor_id,search_guid,opening_uid,position,collector_ts,is_bot
EVT_a474534f87ef4d0e,33.56.235.19.4359647642425608,70124117-D1CF-471D-B20F-03CE86660E13,~464759857793003888,94,2024-01-15T19:03:29.000+0000,False
EVT_010cc865a86a4512,33.56.235.19.4359647642425608,70124117-D1CF-471D-B20F-03CE86660E13,~328370574705313521,95,2024-01-15T19:03:29.000+0000,False
EVT_38f60d591a194689,33.56.235.19.4359647642425608,70124117-D1CF-471D-B20F-03CE86660E13,~365474849911471421,96,2024-01-15T19:03:29.000+0000,False
EVT_9178a1a45c06492e,33.56.235.19.4359647642425608,70124117-D1CF-471D-B20F-03CE86660E13,~149173799560693904,97,2024-01-15T19:03:29.000+0000,False
EVT_0ba1451867034340,33.56.235.19.4359647642425608,70124117-D1CF-471D-B20F-03CE86660E13,~932669438950018402,98,2024-01-15T19:03:29.000+0000,False
EVT_2abff6917128466b,33.56.235.19.4359647642425608,70124117-D1CF-471D-B20F-03CE86660E13,~306374057583245916,99,2024-01-15T19:03:29.000+0000,False
EVT_a2b0121c0aec4589,33.56.235.19.4359647642425608,70124117-D1CF-471D-B20F-03CE86660E13,~517970305268049820,100,2024-01-15T19:03:29.000+0000,False
EVT_8cb75430cdcc4b03,178.221.166.50.4413353456481963,3EDB9592-5D12-40E6-8F87-87802ACD0F2E,~203574195218389338,41,2024-01-15T01:08:08.000+0000,False
EVT_73fff24a0f8e4d5a,178.221.166.50.4413353456481963,3EDB9592-5D12-40E6-8F87-87802ACD0F2E,~753608504712983352,42,2024-01-15T01:08:08.000+0000,False
EVT_52095148684e45fe,178.221.166.50.4413353456481963,3EDB9592-5D12-40E6-8F87-87802ACD0F2E,~907607906474056157,43,2024-01-15T01:08:08.000+0000,False
EVT_7f73899d58e54fcb,178.221.166.50.4413353456481963,3EDB9592-5D12-40E6-8F87-87802ACD0F2E,~365474849911471421,44,2024-01-15T01:08:08.000+0000,False
EVT_2ad42ab873a74cce,178.221.166.50.4413353456481963,3EDB9592-5D12-40E6-8F87-87802ACD0F2E,~633457300363584877,45,2024-01-15T01:08:08.000+0000,False
EVT_7a73a6a496334f0e,89.37.233.186.3827654944355096,7C794DC1-FB61-4E5B-8EC3-9ABE3343C474,~880963109817413971,91,2024-01-15T17:49:01.000+0000,False
EVT_4b62b390ac374978,89.37.233.186.3827654944355096,7C794DC1-FB61-4E5B-8EC3-9ABE3343C474,~633457300363584877,92,2024-01-15T17:49:01.000+0000,False
EVT_8b1aab43871b464d,89.37.233.186.3827654944355096,7C794DC1-FB61-4E5B-8EC3-9ABE3343C474,~907607906474056157,93,2024-01-15T17:49:01.000+0000,False
EVT_678e9ff3d48a4830,89.37.233.186.3827654944355096,7C794DC1-FB61-4E5B-8EC3-9ABE3343C474,~711985265972524932,94,2024-01-15T17:49:01.000+0000,False
EVT_fc330d66963842e0,89.37.233.186.3827654944355096,7C794DC1-FB61-4E5B-8EC3-9ABE3343C474,~632054008047310927,95,2024-01-15T17:49:01.000+0000,False
EVT_edfcf2e1d3e347b7,89.37.233.186.3827654944355096,7C794DC1-FB61-4E5B-8EC3-9ABE3343C474,~464759857793003888,96,2024-01-15T17:49:01.000+0000,False
EVT_45c8d70b846f4f5d,89.37.233.186.3827654944355096,7C794DC1-FB61-4E5B-8EC3-9ABE3343C474,~517970305268049820,97,2024-01-15T17:49:01.000+0000,False
EVT_6a6a254fa73445b4,88.29.158.18.1525231383716459,BA8BD524-711E-41A5-A806-B2340FCEEB4C,~538977901705763689,11,2024-01-15T08:01:20.000+0000,False
EVT_61c54e98d1bf4cde,88.29.158.18.1525231383716459,BA8BD524-711E-41A5-A806-B2340FCEEB4C,~819330391008835362,12,2024-01-15T08:01:20.000+0000,False
EVT_5e6d3b94533944e2,88.29.158.18.1525231383716459,BA8BD524-711E-41A5-A806-B2340FCEEB4C,~306374057583245916,13,2024-01-15T08:01:20.000+0000,False
EVT_caefc6aaca7644d9,88.29.158.18.1525231383716459,BA8BD524-711E-41A5-A806-B2340FCEEB4C,~590229130566262526,14,2024-01-15T08:01:20.000+0000,False
EVT_cf8faad172b541b7,88.29.158.18.1525231383716459,BA8BD524-711E-41A5-A806-B2340FCEEB4C,~517970305268049820,15,2024-01-15T08:01:20.000+0000,False
EVT_bfe5a99182df4bd5,88.29.158.18.1525231383716459,BA8BD524-711E-41A5-A806-B2340FCEEB4C,~149173799560693904,16,2024-01-15T08:01:20.000+0000,False
EVT_fd9509206c574998,88.29.158.18.1525231383716459,BA8BD524-711E-41A5-A806-B2340FCEEB4C,~632054008047310927,17,2024-01-15T08:01:20.000+0000,False
EVT_0928528d9b124f25,88.29.158.18.1525231383716459,BA8BD524-711E-41A5-A806-B2340FCEEB4C,~345100575194069253,18,2024-01-15T08:01:20.000+0000,False
EVT_62bdc6f4ae134886,88.29.158.18.1525231383716459,BA8BD524-711E-41A5-A806-B2340FCEEB4C,~329971088208109483,19,2024-01-15T08:01:20.000+0000,False
EVT_a093c63f349247e7,88.29.158.18.1525231383716459,BA8BD524-711E-41A5-A806-B2340FCEEB4C,~753608504712983352,20,2024-01-15T08:01:20.000+0000,False
EVT_b097af15d8754725,123.248.62.77.8669199898066131,D3FD819A-565A-439F-897A-FAFE041E9AC3,~926275785385270041,41,2024-01-15T16:43:11.000+0000,False
EVT_9509730394e94452,123.248.62.77.8669199898066131,D3FD819A-565A-439F-897A-FAFE041E9AC3,~633457300363584877,42,2024-01-15T16:43:11.000+0000,False
EVT_b2d88ba9aa864485,123.248.62.77.8669199898066131,D3FD819A-565A-439F-897A-FAFE041E9AC3,~203574195218389338,43,2024-01-15T16:43:11.000+0000,False
EVT_f24721c6a320482f,123.248.62.77.8669199898066131,D3FD819A-565A-439F-897A-FAFE041E9AC3,~632054008047310927,44,2024-01-15T16:43:11.000+0000,False
EVT_537b5c07d9534a3b,123.248.62.77.8669199898066131,D3FD819A-565A-439F-897A-FAFE041E9AC3,~743274789430450381,45,2024-01-15T16:43:11.000+0000,False
EVT_aba35b8779cc479b,88.29.158.18.1525231383716459,D7ED933A-AD13-4535-9952-C0048966AF81,~199818191433716728,1,2024-01-15T00:40:04.000+0000,False
EVT_f596f88093b841df,88.29.158.18.1525231383716459,D7ED933A-AD13-4535-9952-C0048966AF81,~697968477332656152,2,2024-01-15T00:40:04.000+0000,False
EVT_04fd38c9bd4f41b6,88.29.158.18.1525231383716459,D7ED933A-AD13-4535-9952-C0048966AF81,~345100575194069253,3,2024-01-15T00:40:04.000+0000,False
EVT_3c9226edb62c4079,88.29.158.18.1525231383716459,D7ED933A-AD13-4535-9952-C0048966AF81,~711985265972524932,4,2024-01-15T00:40:04.000+0000,False
EVT_fb345f6814334eae,88.29.158.18.1525231383716459,D7ED933A-AD13-4535-9952-C0048966AF81,~328370574705313521,5,2024-01-15T00:40:04.000+0000,False
EVT_4ae0301addfd4140,88.29.158.18.1525231383716459,D7ED933A-AD13-4535-9952-C0048966AF81,~464759857793003888,6,2024-01-15T00:40:04.000+0000,False
EVT_3fe18463e7a54d11,88.29.158.18.1525231383716459,D7ED933A-AD13-4535-9952-C0048966AF81,~590229130566262526,7,2024-01-15T00:40:04.000+0000,False
EVT_b7015dcbce194541,88.29.158.18.1525231383716459,D7ED933A-AD13-4535-9952-C0048966AF81,~926275785385270041,8,2024-01-15T00:40:04.000+0000,False
EVT_8dcf0b3bc6bd4d50,88.29.158.18.1525231383716459,D7ED933A-AD13-4535-9952-C0048966AF81,~149173799560693904,9,2024-01-15T00:40:04.000+0000,False
EVT_7a3c11c322294fbe,88.29.158.18.1525231383716459,D7ED933A-AD13-4535-9952-C0048966AF81,~538977901705763689,10,2024-01-15T00:40:04.000+0000,False
EVT_118cd5f7b625453d,30.235.122.117.9175452912617543,F030CAB5-F2C2-4D2F-8484-F1DF66B61532,~193174997044464337,31,2024-01-15T06:02:23.000+0000,False
EVT_d035247f40154447,30.235.122.117.9175452912617543,F030CAB5-F2C2-4D2F-8484-F1DF66B61532,~328370574705313521,32,2024-01-15T06:02:23.000+0000,False
EVT_8fa5279162f343c9,30.235.122.117.9175452912617543,F030CAB5-F2C2-4D2F-8484-F1DF66B61532,~819330391008835362,33,2024-01-15T06:02:23.000+0000,False
EVT_360996bbf4b54659,30.235.122.117.9175452912617543,F030CAB5-F2C2-4D2F-8484-F1DF66B61532,~940515544603651759,34,2024-01-15T06:02:23.000+0000,False
EVT_64ff394cf7a846dd,30.235.122.117.9175452912617543,F030CAB5-F2C2-4D2F-8484-F1DF66B61532,~199818191433716728,35,2024-01-15T06:02:23.000+0000,False
EVT_5eba04eca41c443a,30.235.122.117.9175452912617543,F030CAB5-F2C2-4D2F-8484-F1DF66B61532,~590229130566262526,36,2024-01-15T06:02:23.000+0000,False
EVT_bbd95ab50fe844ef,30.235.122.117.9175452912617543,F030CAB5-F2C2-4D2F-8484-F1DF66B61532,~149173799560693904,37,2024-01-15T06:02:23.000+0000,False
EVT_6fdbdb78e814476c,30.235.122.117.9175452912617543,F030CAB5-F2C2-4D2F-8484-F1DF66B61532,~697968477332656152,38,2024-01-15T06:02:23.000+0000,False
EVT_90dce37afd194285,180.192.122.59.4034048133606968,7123AADB-2424-4D59-A0D6-C8A3EEA2B7FB,~201229071073273427,41,2024-01-15T09:21:24.000+0000,False
EVT_cfdb6811ed4f48ff,180.192.122.59.4034048133606968,7123AADB-2424-4D59-A0D6-C8A3EEA2B7FB,~253620329726030318,42,2024-01-15T09:21:24.000+0000,False
EVT_7ef3d30094114520,180.192.122.59.4034048133606968,7123AADB-2424-4D59-A0D6-C8A3EEA2B7FB,~365474849911471421,43,2024-01-15T09:21:24.000+0000,False
EVT_6cd0ce5c7e8d46af,180.192.122.59.4034048133606968,7123AADB-2424-4D59-A0D6-C8A3EEA2B7FB,~203574195218389338,44,2024-01-15T09:21:24.000+0000,False
EVT_0022b5dfcb714b28,180.192.122.59.4034048133606968,7123AADB-2424-4D59-A0D6-C8A3EEA2B7FB,~753608504712983352,45,2024-01-15T09:21:24.000+0000,False
EVT_f4fd4c241a0c4068,180.192.122.59.4034048133606968,7123AADB-2424-4D59-A0D6-C8A3EEA2B7FB,~819330391008835362,46,2024-01-15T09:21:24.000+0000,False
EVT_d2010b022bcc4a4a,180.192.122.59.4034048133606968,7123AADB-2424-4D59-A0D6-C8A3EEA2B7FB,~193174997044464337,47,2024-01-15T09:21:24.000+0000,False
EVT_9c83b2686bd64f24,180.192.122.59.4034048133606968,7123AADB-2424-4D59-A0D6-C8A3EEA2B7FB,~940515544603651759,48,2024-01-15T09:21:24.000+0000,False
EVT_97dfdbb4d1c14bf9,114.41.34.40.3665895407587144,7FE5ABC8-0EF3-4303-AA6F-4C48E23B132C,~778387278128331331,91,2024-01-15T15:17:09.000+0000,False
EVT_989c2c70fb0b437f,114.41.34.40.3665895407587144,7FE5ABC8-0EF3-4303-AA6F-4C48E23B132C,~199818191433716728,92,2024-01-15T15:17:09.000+0000,False
EVT_fd3233d2dc1a4c13,114.41.34.40.3665895407587144,7FE5ABC8-0EF3-4303-AA6F-4C48E23B132C,~819330391008835362,93,2024-01-15T15:17:09.000+0000,False
EVT_0536d7379a3b4f0d,114.41.34.40.3665895407587144,7FE5ABC8-0EF3-4303-AA6F-4C48E23B132C,~880963109817413971,94,2024-01-15T15:17:09.000+0000,False
EVT_4bb62109e9384097,114.41.34.40.3665895407587144,7FE5ABC8-0EF3-4303-AA6F-4C48E23B132C,~306374057583245916,95,2024-01-15T15:17:09.000+0000,False
EVT_16c1eeefd4cf4e18,114.41.34.40.3665895407587144,7FE5ABC8-0EF3-4303-AA6F-4C48E23B132C,~711985265972524932,96,2024-01-15T15:17:09.000+0000,False
EVT_54843f9d9291450f,114.41.34.40.3665895407587144,7FE5ABC8-0EF3-4303-AA6F-4C48E23B132C,~753608504712983352,97,2024-01-15T15:17:09.000+0000,False
EVT_e150b5ed8b4546bc,114.41.34.40.3665895407587144,7FE5ABC8-0EF3-4303-AA6F-4C48E23B132C,~697968477332656152,98,2024-01-15T15:17:09.000+0000,False
EVT_7cfb8785a70e48f0,146.61.10.143.9555958439458102,23A3DF2F-2802-432C-A61F-606A8B0BF281,~711985265972524932,21,2024-01-15T07:50:20.000+0000,False
EVT_b9c637efe5f84662,146.61.10.143.9555958439458102,23A3DF2F-2802-432C-A61F-606A8B0BF281,~329971088208109483,22,2024-01-15T07:50:20.000+0000,False
EVT_145e9b07d78d401c,146.61.10.143.9555958439458102,23A3DF2F-2802-432C-A61F-606A8B0BF281,~753608504712983352,23,2024-01-15T07:50:20.000+0000,False
EVT_8229438dbd4d4662,146.61.10.143.9555958439458102,23A3DF2F-2802-432C-A61F-606A8B0BF281,~199818191433716728,24,2024-01-15T07:50:20.000+0000,False
EVT_4407b9af22214fae,146.61.10.143.9555958439458102,23A3DF2F-2802-432C-A61F-606A8B0BF281,~517970305268049820,25,2024-01-15T07:50:20.000+0000,False
EVT_435806c231cf4316,146.61.10.143.9555958439458102,23A3DF2F-2802-432C-A61F-606A8B0BF281,~697968477332656152,26,2024-01-15T07:50:20.000+0000,False
EVT_996252d9feef4259,92.211.132.146.9375169593996057,039765DE-BEA9-4197-B5D7-8A498D5A58E1,~345100575194069253,81,2024-01-15T02:48:01.000+0000,False
EVT_50f5d5cddc224b0a,92.211.132.146.9375169593996057,039765DE-BEA9-4197-B5D7-8A498D5A58E1,~517970305268049820,82,2024-01-15T02:48:01.000+0000,False
EVT_a87c1fab726e4ae4,92.211.132.146.9375169593996057,039765DE-BEA9-4197-B5D7-8A498D5A58E1,~199818191433716728,83,2024-01-15T02:48:01.000+0000,False
EVT_7940fbdc1b214d4b,92.211.132.146.9375169593996057,039765DE-BEA9-4197-B5D7-8A498D5A58E1,~926275785385270041,84,2024-01-15T02:48:01.000+0000,False
EVT_857f05b590b64bc5,92.211.132.146.9375169593996057,039765DE-BEA9-4197-B5D7-8A498D5A58E1,~538977901705763689,85,2024-01-15T02:48:01.000+0000,False
EVT_4a62f9b7b8874ee4,92.211.132.146.9375169593996057,039765DE-BEA9-4197-B5D7-8A498D5A58E1,~329971088208109483,86,2024-01-15T02:48:01.000+0000,False
EVT_1c93ade5140247cf,92.211.132.146.9375169593996057,039765DE-BEA9-4197-B5D7-8A498D5A58E1,~743274789430450381,87,2024-01-15T02:48:01.000+0000,False
EVT_6f8f2e8eeb564c56,92.211.132.146.9375169593996057,039765DE-BEA9-4197-B5D7-8A498D5A58E1,~778387278128331331,88,2024-01-15T02:48:01.000+0000,False
EVT_f50f75d411a3454c,92.211.132.146.9375169593996057,039765DE-BEA9-4197-B5D7-8A498D5A58E1,~193174997044464337,89,2024-01-15T02:48:01.000+0000,False
EVT_2fd01f3398144163,60.98.11.180.7254036549647255,E8D5F127-9D33-4E3C-B607-E5761A350F7E,~538977901705763689,61,2024-01-15T08:14:10.000+0000,False
EVT_e33f31e1b4ae406d,60.98.11.180.7254036549647255,E8D5F127-9D33-4E3C-B607-E5761A350F7E,~711985265972524932,62,2024-01-15T08:14:10.000+0000,False
EVT_2ac1e6547230467c,60.98.11.180.7254036549647255,E8D5F127-9D33-4E3C-B607-E5761A350F7E,~697968477332656152,63,2024-01-15T08:14:10.000+0000,False
EVT_5896076307774b96,60.98.11.180.7254036549647255,E8D5F127-9D33-4E3C-B607-E5761A350F7E,~633457300363584877,64,2024-01-15T08:14:10.000+0000,False
EVT_4813c9eea54b47f3,60.98.11.180.7254036549647255,E8D5F127-9D33-4E3C-B607-E5761A350F7E,~365474849911471421,65,2024-01-15T08:14:10.000+0000,False
EVT_46c2aafe7b92463c,22.96.65.106.4033210697775349,3C880B4A-EC8B-46DD-963D-E1BA54472FF0,~193174997044464337,21,2024-01-15T21:02:04.000+0000,False
EVT_78a180d49492495f,22.96.65.106.4033210697775349,3C880B4A-EC8B-46DD-963D-E1BA54472FF0,~195652715593206219,22,2024-01-15T21:02:04.000+0000,False
EVT_33a19610e39f4b47,22.96.65.106.4033210697775349,3C880B4A-EC8B-46DD-963D-E1BA54472FF0,~464759857793003888,23,2024-01-15T21:02:04.000+0000,False
EVT_5927c2d072a64022,22.96.65.106.4033210697775349,3C880B4A-EC8B-46DD-963D-E1BA54472FF0,~201229071073273427,24,2024-01-15T21:02:04.000+0000,False
EVT_2a2c51befd514404,22.96.65.106.4033210697775349,3C880B4A-EC8B-46DD-963D-E1BA54472FF0,~711985265972524932,25,2024-01-15T21:02:04.000+0000,False
EVT_577c58d15c9d4e18,22.96.65.106.4033210697775349,3C880B4A-EC8B-46DD-963D-E1BA54472FF0,~365474849911471421,26,2024-01-15T21:02:04.000+0000,False
EVT_d3a0a54982c24638,30.235.122.117.9175452912617543,BD3D6D9B-EB8F-4CCF-958A-0627E3A2B3CC,~753608504712983352,31,2024-01-15T21:02:12.000+0000,False
EVT_768a91a2147b40d5,30.235.122.117.9175452912617543,BD3D6D9B-EB8F-4CCF-958A-0627E3A2B3CC,~791106233590490366,32,2024-01-15T21:02:12.000+0000,False
EVT_85b0ebbe1199426e,30.235.122.117.9175452912617543,BD3D6D9B-EB8F-4CCF-958A-0627E3A2B3CC,~632054008047310927,33,2024-01-15T21:02:12.000+0000,False
EVT_08e4b161f5a94950,30.235.122.117.9175452912617543,BD3D6D9B-EB8F-4CCF-958A-0627E3A2B3CC,~201229071073273427,34,2024-01-15T21:02:12.000+0000,False
EVT_6321f523f92e42df,30.235.122.117.9175452912617543,BD3D6D9B-EB8F-4CCF-958A-0627E3A2B3CC,~203574195218389338,35,2024-01-15T21:02:12.000+0000,False
EVT_6bc918b8ccf24d11,30.235.122.117.9175452912617543,BD3D6D9B-EB8F-4CCF-958A-0627E3A2B3CC,~306374057583245916,36,2024-01-15T21:02:12.000+0000,False
EVT_1ed90a21240642df,30.235.122.117.9175452912617543,BD3D6D9B-EB8F-4CCF-958A-0627E3A2B3CC,~195652715593206219,37,2024-01-15T21:02:12.000+0000,False
EVT_6dbfe2bbeeaf4c7c,112.108.116.218.5813156693594853,5A8C5AA4-D7A2-4F65-A5FC-DD320A97ECAA,~633457300363584877,21,2024-01-15T05:35:20.000+0000,False
EVT_f8b9c6d7b33c4e41,112.108.116.218.5813156693594853,5A8C5AA4-D7A2-4F65-A5FC-DD320A97ECAA,~195652715593206219,22,2024-01-15T05:35:20.000+0000,False
EVT_3ddeccbe594d44bc,112.108.116.218.5813156693594853,5A8C5AA4-D7A2-4F65-A5FC-DD320A97ECAA,~464759857793003888,23,2024-01-15T05:35:20.000+0000,False
EVT_4ff9b9197afe49d1,112.108.116.218.5813156693594853,5A8C5AA4-D7A2-4F65-A5FC-DD320A97ECAA,~907607906474056157,24,2024-01-15T05:35:20.000+0000,False
