search_guid,visitor_id,search_query,sublocation,sort,page,event_ts
ED1C6F91-E556-41E4-B096-BF43A3892FBA,194.229.112.207.3073543397884956,python developer,search_results,recency,3,2024-01-15T12:52:00.000+0000
CA96D220-56D7-402A-B54D-1FCA89EBAC2C,98.178.112.10.5518516531252438,react developer,search_results,recency,3,2024-01-15T04:40:00.000+0000
6BDC490D-A34E-47BC-A9BC-32D56B172E63,92.211.132.146.9375169593996057,full stack developer,search_results,relevance,5,2024-01-15T02:51:00.000+0000
629020E5-959F-4049-9CD6-7EC10B8EDA8B,199.116.129.153.6638297907996333,react developer,search_results,relevance,1,2024-01-15T17:23:00.000+0000
CB5F6F39-B98C-436C-8C4A-BED74DFEB2C9,89.37.233.186.3827654944355096,backend developer,featured_jobs,relevance,4,2024-01-15T07:00:00.000+0000
53E9C1B9-54C2-4E09-8CCB-15ACC2AAD140,199.116.129.153.6638297907996333,python developer,featured_jobs,recency,3,2024-01-15T00:32:00.000+0000
05ABC145-4DC1-4D19-93CD-95D470A80E20,187.131.246.24.7652303608409502,data engineer,search_results,recency,2,2024-01-15T12:40:00.000+0000
EFEAE847-58A5-4AC0-A440-52A308D4CB9C,75.120.235.84.9719996549726992,react developer,search_results,relevance,8,2024-01-15T05:56:00.000+0000
FE85C092-E767-49FC-89B2-FB11D95014EA,73.108.85.122.9638732943144612,scala developer,featured_jobs,recency,10,2024-01-15T03:46:00.000+0000
3DD511E6-A799-407D-8CEF-0C2646F3E694,199.116.129.153.6638297907996333,backend developer,search_results,recency,4,2024-01-15T06:53:00.000+0000
573CD560-02A8-4FFC-9657-2AE22446AAEF,75.40.229.220.2674905654954640,backend developer,search_results,recency,2,2024-01-15T23:06:00.000+0000
F56CA475-F571-42B4-859E-7CC7125D9067,85.227.59.238.7015160388825155,full stack developer,search_results,recency,8,2024-01-15T08:21:00.000+0000
BA5B9520-FC5A-41CF-8B5F-A48F9D88275F,146.61.10.143.9555958439458102,full stack developer,search_results,relevance,2,2024-01-15T00:33:00.000+0000
C28F6FBB-29B5-4721-94DA-DF75E2FB1D96,178.221.166.50.4413353456481963,react developer,search_results,recency,6,2024-01-15T16:27:00.000+0000
5D27F09E-274D-4BB8-ABDA-B02D2B4D0AA1,168.206.171.222.6457807207416907,devops engineer,search_results,recency,3,2024-01-15T16:28:00.000+0000
82E802FF-F378-4209-852E-2911316107E2,168.206.171.222.6457807207416907,react developer,search_results,recency,8,2024-01-15T15:40:00.000+0000
CB1BAD99-10B5-49F3-8DD4-A06BE4E126EB,46.89.168.11.3969653694250819,spark engineer,featured_jobs,relevance,1,2024-01-15T06:12:00.000+0000
95D6DAE1-EFD3-4F8D-8548-D80BFE3E767E,75.120.235.84.9719996549726992,machine learning engineer,search_results,recency,3,2024-01-15T17:44:00.000+0000
47D889F6-EDF2-435C-9E3D-DB92E340E3F8,98.178.112.10.5518516531252438,python developer,search_results,recency,10,2024-01-15T00:50:00.000+0000
6A840713-2B06-4B60-A40F-064C3EC0BF86,114.41.34.40.3665895407587144,react developer,featured_jobs,recency,4,2024-01-15T13:03:00.000+0000
1F4BE436-C01E-47E7-B7DF-F218C459581B,53.212.173.76.4753413397189074,scala developer,featured_jobs,relevance,1,2024-01-15T07:08:00.000+0000
7D9FCF28-6284-4898-B558-33B9224A66A5,60.98.11.180.7254036549647255,scala developer,search_results,recency,2,2024-01-15T13:37:00.000+0000
4417E943-6550-4A5D-9427-6391A2C0282F,146.61.10.143.9555958439458102,scala developer,search_results,relevance,8,2024-01-15T07:52:00.000+0000
BD7507C3-36C3-4406-913B-388D57A40C9C,180.192.122.59.4034048133606968,devops engineer,search_results,recency,8,2024-01-15T00:43:00.000+0000
60F2C0BE-4D9F-42B2-AE54-C5F3D5F64309,60.98.11.180.7254036549647255,data scientist,search_results,relevance,1,2024-01-15T02:34:00.000+0000
569B065E-0AAA-411F-8A31-4530C26DA489,123.248.62.77.8669199898066131,backend developer,featured_jobs,relevance,3,2024-01-15T02:10:00.000+0000
84D54F25-EB9E-4CF7-88F1-4D62F6A64D1D,168.206.171.222.6457807207416907,devops engineer,search_results,relevance,1,2024-01-15T06:39:00.000+0000
1C318462-5337-485F-B4E4-CD901B757976,75.120.235.84.9719996549726992,data engineer,search_results,relevance,4,2024-01-15T00:57:00.000+0000
E432A0C1-D4A6-4800-8707-134022AC56B6,83.61.199.15.1947121891165237,data scientist,search_results,recency,1,2024-01-15T09:49:00.000+0000
C75C3A8E-F34A-41E6-8FC4-D266F701D40A,178.221.166.50.4413353456481963,spark engineer,search_results,relevance,1,2024-01-15T02:58:00.000+0000
177D94B0-4682-4375-9065-1C2CDDDD5C24,182.201.52.140.8257931165554636,react developer,search_results,relevance,4,2024-01-15T21:17:00.000+0000
D65D1245-C6A6-4A06-AF2D-A3030E846773,24.173.64.123.5913164520032732,data scientist,featured_jobs,relevance,3,2024-01-15T00:43:00.000+0000
7A2B7C54-DDFD-4954-A0D5-E17FEDD3EEF5,89.37.233.186.3827654944355096,spark engineer,search_results,relevance,8,2024-01-15T01:47:00.000+0000
1E45E04B-4DE9-42C9-B40D-2B7E45D1A662,75.120.235.84.9719996549726992,machine learning engineer,search_results,recency,3,2024-01-15T00:17:00.000+0000
D7EADA99-6630-4FE4-88D4-CD6B7E077A8E,182.201.52.140.8257931165554636,backend developer,featured_jobs,recency,7,2024-01-15T12:01:00.000+0000
D0FB6378-D981-44F0-AC04-271D0B04B51D,44.143.113.61.8090612618948995,spark engineer,featured_jobs,recency,5,2024-01-15T17:48:00.000+0000
3C8423AD-74E4-436B-8AE7-98989D0168A8,73.108.85.122.9638732943144612,data scientist,featured_jobs,relevance,2,2024-01-15T11:07:00.000+0000
3A3C259E-A17C-4AB2-870B-3089739DD777,89.228.177.67.7484883732092691,backend developer,search_results,relevance,2,2024-01-15T20:31:00.000+0000
0050F8B6-1A0E-4090-B45F-5F7625BE1A63,75.40.229.220.2674905654954640,full stack developer,featured_jobs,recency,1,2024-01-15T13:05:00.000+0000
877A7B7F-59D3-4602-8579-38C32B2C693C,85.227.59.238.7015160388825155,react developer,search_results,relevance,4,2024-01-15T11:34:00.000+0000
E45CEF65-F6E7-44CB-87A1-CCB4BC5D9F2E,89.228.177.67.7484883732092691,machine learning engineer,search_results,recency,5,2024-01-15T11:34:00.000+0000
86B3AC06-9B33-4763-A5A4-E0CCDDB93371,22.96.65.106.4033210697775349,react developer,featured_jobs,relevance,4,2024-01-15T11:04:00.000+0000
1604BD88-A282-4696-88B5-9698219860E1,60.98.11.180.7254036549647255,devops engineer,featured_jobs,recency,5,2024-01-15T03:39:00.000+0000
78E4E89D-9038-483D-B29E-3B548403A3E5,24.173.64.123.5913164520032732,python developer,search_results,recency,2,2024-01-15T15:04:00.000+0000
41CDC7CA-9F39-454C-B74B-726FD3673E7C,83.61.199.15.1947121891165237,backend developer,search_results,recency,3,2024-01-15T11:54:00.000+0000
FC8150B3-9FB6-4C2F-9FC4-DDEC79FD8FA6,88.29.158.18.1525231383716459,full stack developer,search_results,relevance,9,2024-01-15T15:00:00.000+0000
467B25D8-C80B-4255-9975-E571AD8AF1B3,65.205.217.192.7409666059744832,scala developer,featured_jobs,recency,5,2024-01-15T22:58:00.000+0000
AE731849-87DC-4BCC-A6A2-8E9BB9A3634E,22.96.65.106.4033210697775349,devops engineer,featured_jobs,relevance,2,2024-01-15T16:51:00.000+0000
88B395D4-FF12-411C-B910-3F996574DFC2,123.248.62.77.8669199898066131,full stack developer,search_results,recency,4,2024-01-15T10:29:00.000+0000
9AABF309-7494-4C63-8622-E88170B3E33B,89.228.177.67.7484883732092691,spark engineer,search_results,relevance,10,2024-01-15T18:55:00.000+0000
2C7E9A63-2390-4651-9B8C-466CB73E4D88,117.30.249.118.1774789044877091,react developer,search_results,relevance,9,2024-01-15T12:31:00.000+0000
D92A636B-73DE-456A-9B09-83DEFCF00F58,89.228.177.67.7484883732092691,data engineer,search_results,relevance,2,2024-01-15T19:33:00.000+0000
B144CB85-3956-4DE6-98D0-21A6D0AE1A05,193.163.209.201.6476685243956426,spark engineer,search_results,recency,10,2024-01-15T02:14:00.000+0000
350E9857-DEF0-43B4-BD4C-68152B1568F3,183.28.138.83.6275448248017075,devops engineer,search_results,relevance,8,2024-01-15T04:06:00.000+0000
EF5A6EC9-55CC-4862-9710-4D578D586678,153.91.207.137.3106839504746820,devops engineer,search_results,relevance,5,2024-01-15T00:13:00.000+0000
151C043D-47A9-4EC3-AA26-B44AF9EE680A,60.98.11.180.7254036549647255,backend developer,search_results,recency,5,2024-01-15T04:15:00.000+0000
54072278-A397-4DC1-A1BA-9258C4D3F434,85.227.59.238.7015160388825155,machine learning engineer,search_results,recency,3,2024-01-15T05:58:00.000+0000
94C7EAB8-AFDA-4E5E-822A-DFC8165733F3,183.183.164.230.6572415069303488,full stack developer,featured_jobs,recency,2,2024-01-15T17:36:00.000+0000
3FDC62B1-F127-4939-AA73-FEC5DB09FA1E,46.89.168.11.3969653694250819,python developer,search_results,relevance,6,2024-01-15T03:18:00.000+0000
90C2C401-0AF2-45D0-B495-9BE89CF5E6F8,24.173.64.123.5913164520032732,backend developer,search_results,relevance,5,2024-01-15T08:28:00.000+0000
82DA6E25-B760-4D8C-B36C-C28B592EF74F,178.221.166.50.4413353456481963,python developer,search_results,recency,1,2024-01-15T02:24:00.000+0000
0F823CEF-8597-4FFB-84F8-6EC29BC78642,54.55.114.47.2869710607256063,backend developer,featured_jobs,relevance,5,2024-01-15T05:16:00.000+0000
0B7CAA9F-DA3F-4D45-B9E8-29FBB8890971,73.108.85.122.9638732943144612,spark engineer,featured_jobs,relevance,1,2024-01-15T14:04:00.000+0000
D562EC90-B3E4-4AB5-B7D7-EAEAD4D876DD,168.206.171.222.6457807207416907,data engineer,search_results,recency,4,2024-01-15T23:04:00.000+0000
20E8983B-9156-43C7-B35A-2C04A1A10DA4,88.29.158.18.1525231383716459,backend developer,search_results,relevance,10,2024-01-15T01:23:00.000+0000
0A13AF66-3A7A-4DEA-8D2C-8A30E18231B1,183.28.138.83.6275448248017075,python developer,search_results,recency,9,2024-01-15T15:34:00.000+0000
AE4D075A-56B1-4915-B6E8-D5E10A5D1342,24.173.64.123.5913164520032732,react developer,featured_jobs,recency,7,2024-01-15T23:31:00.000+0000
FC840BEA-CFA0-4592-B043-CA2633E07FE6,54.55.114.47.2869710607256063,python developer,search_results,relevance,5,2024-01-15T21:59:00.000+0000
F52290A5-C0DB-4915-B3C3-6112ED6B4C01,46.89.168.11.3969653694250819,data scientist,featured_jobs,relevance,4,2024-01-15T15:01:00.000+0000
CD1FA7CB-224E-4D56-9C28-B8321CC42DDD,113.221.205.42.9478949861700086,backend developer,search_results,recency,4,2024-01-15T15:15:00.000+0000
B813B70C-AC14-4290-8389-3F4B7823E6CC,33.56.235.19.4359647642425608,backend developer,search_results,relevance,4,2024-01-15T22:51:00.000+0000
DBE66115-956C-4D64-86A1-FA8C5D935F21,153.91.207.137.3106839504746820,spark engineer,search_results,recency,6,2024-01-15T09:09:00.000+0000
AE485B74-2BD1-4CBF-88EC-30F51C1D13DE,88.29.158.18.1525231383716459,backend developer,search_results,recency,1,2024-01-15T14:26:00.000+0000
21773A5F-08B7-4E2B-A0A6-B09786153B82,168.206.171.222.6457807207416907,machine learning engineer,search_results,recency,1,2024-01-15T23:51:00.000+0000
F8A813B0-F766-4FC0-AFCE-BCC0707197EA,113.221.205.42.9478949861700086,python developer,search_results,recency,1,2024-01-15T03:23:00.000+0000
9EF08E6E-72B0-4B1F-8607-56ABBF0BFD36,85.227.59.238.7015160388825155,devops engineer,search_results,recency,1,2024-01-15T19:37:00.000+0000
1AC46A87-28FB-4C92-A1F7-C05992004812,30.235.122.117.9175452912617543,python developer,search_results,recency,1,2024-01-15T13:09:00.000+0000
5C3C0552-BA1C-4CD4-AC3C-84285834F12F,46.89.168.11.3969653694250819,scala developer,search_results,recency,1,2024-01-15T12:45:00.000+0000
C10DD8CF-1BDA-4D78-B941-925AD5353E02,60.98.11.180.7254036549647255,devops engineer,search_results,recency,1,2024-01-15T09:02:00.000+0000
1680DA58-06E3-4C70-B401-8779607C4157,75.27.138.85.7168203998699808,python developer,search_results,recency,1,2024-01-15T10:35:00.000+0000
03CD14BE-51BD-44C8-9860-7689D6D92891,116.86.104.152.9541644670089853,backend developer,search_results,recency,1,2024-01-15T04:37:00.000+0000
F2CE3128-A826-43D7-A59F-104EE4EBFD9C,180.192.122.59.4034048133606968,devops engineer,search_results,recency,1,2024-01-15T10:44:00.000+0000
030CF297-0206-45E2-BC04-18E0F0C204AB,85.227.59.238.7015160388825155,react developer,search_results,recency,1,2024-01-15T11:51:00.000+0000
D1460C70-188D-4753-A62C-7CA02BE5FFF0,200.202.231.190.4677150128525937,react developer,search_results,recency,1,2024-01-15T01:13:00.000+0000
04FBA73D-DE97-43C5-80DD-EBE45D917646,44.143.113.61.8090612618948995,full stack developer,search_results,recency,1,2024-01-15T08:10:00.000+0000
97DA308D-2FE1-41BE-B20E-70C991780C41,114.41.34.40.3665895407587144,scala developer,search_results,recency,1,2024-01-15T12:00:00.000+0000
087B608E-7156-49DE-9117-FAF56E0A84C4,113.221.205.42.9478949861700086,python developer,search_results,recency,1,2024-01-15T08:57:00.000+0000
F037BA0F-4F39-4538-B21D-ACD67D3A73D1,89.37.233.186.3827654944355096,python developer,search_results,recency,1,2024-01-15T08:00:00.000+0000
3184C5A4-1E81-4A7B-9747-FC7044140CE8,89.228.177.67.7484883732092691,data engineer,search_results,recency,1,2024-01-15T08:05:00.000+0000
EA2E3253-6DE1-4F64-ACE0-311AF050ED83,114.41.34.40.3665895407587144,scala developer,search_results,recency,1,2024-01-15T09:00:00.000+0000
7C1DBE75-CBEC-48F2-853C-BCAF307A9853,114.41.34.40.3665895407587144,scala developer,search_results,recency,1,2024-01-15T09:00:00.000+0000
359BCF17-94F3-4891-BF4A-D3F53551FB8C,,python developer,search_results,recency,1,2024-01-15T10:00:00.000+0000
B64C7FE8-9896-41CC-A603-937B9AE46C53,,data engineer,featured_jobs,relevance,1,2024-01-15T10:05:00.000+0000
4CF6B8CC-7745-473F-BFFC-9CA6C77ED727,73.108.85.122.9638732943144612,react developer,search_results,recency,1,2024-01-15T11:00:00.000+0000
4FD6BE38-0026-43E8-9FC7-2EAF893D98F3,112.108.116.218.5813156693594853,devops engineer,search_results,recency,1,2024-01-15T12:00:00.000+0000
6CFD0B9F-D799-4FEA-B9D1-17A7C034951F,123.248.62.77.8669199898066131,python developer,homepage_banner,recency,1,2024-01-15T13:00:00.000+0000
E5BEE6C6-A350-419B-8C1D-21B65E76680D,54.55.114.47.2869710607256063,data engineer,UNKNOWN,recency,1,2024-01-15T13:05:00.000+0000
F0A17018-A063-45CF-BF57-124300074B20,24.173.64.123.5913164520032732,ml engineer,search_results,recency,1,2025-11-01T08:00:00.000+0000
9793D933-B95A-446F-8B70-E07999BE8B78,92.211.132.146.9375169593996057,python developer,search_results,recency,1,2024-01-15T14:00:00.000+0000
6A1178FF-B24D-4883-BC57-E15AA3D21D5D,98.178.112.10.5518516531252438,scala developer,search_results,recency,1,2024-01-15T14:05:00.000+0000
3F873C73-999A-440C-B27F-3BABCC02D162,114.41.34.40.3665895407587144,data engineer,featured_jobs,recency,1,2024-01-15T14:10:00.000+0000
CF5AED0F-C7DD-445F-BD55-3ADF74E3F5D0,24.173.64.123.5913164520032732,backend developer,search_results,recency,1,2024-01-15T14:15:00.000+0000
7F7E8589-7147-4348-AD2B-7BEF6C9B5617,117.30.249.118.1774789044877091,python developer,search_results,recency,1,2024-01-15T14:20:00.000+0000
,,,,,,
